date,btc_adj_close,btc_volume,eth_adj_close,eth_volume,sp500_adj_close,sp500_volume,vti_adj_close,vti_volume,agg_adj_close,agg_volume,tlt_adj_close,tlt_volume
2014-02-03,,,,,1741.8900146484375,4726040000,73.83523559570312,6568100,77.80858612060547,1976100,78.33631896972656,20780300
2014-02-04,,,,,1755.199951171875,4068410000,74.39694213867188,3427200,77.62163543701172,2289000,77.50508880615234,9573500
2014-02-05,,,,,1751.6400146484375,3984290000,74.28295135498047,3407300,77.42753601074219,1162000,76.78846740722656,10312200
2014-02-06,,,,,1773.4300537109375,3825410000,75.18656921386719,3237300,77.39156341552734,1127700,76.4588623046875,5708700
2014-02-07,,,,,1797.02001953125,3775990000,76.15531158447266,3538500,77.51382446289062,611700,76.52334594726562,7039200
2014-02-10,,,,,1799.8399658203125,3312160000,76.2448501586914,3419800,77.59291076660156,1097200,76.7383041381836,4370500
2014-02-11,,,,,1819.75,3699380000,77.11588287353516,4287900,77.4419174194336,1493200,76.29408264160156,5904900
2014-02-12,,,,,1819.260009765625,3326380000,77.22171783447266,3128700,77.31251525878906,714100,75.89993286132812,6723300
2014-02-13,,,,,1829.8299560546875,3289510000,77.69387817382812,2726400,77.47789764404297,777400,76.32987976074219,6874600
2014-02-14,,,,,1838.6300048828125,3114750000,78.06835174560547,2244000,77.47789764404297,708800,76.37286376953125,4989100
2014-02-18,,,,,1840.760009765625,3421110000,78.29629516601562,3006400,77.52819061279297,940900,76.54484558105469,4855800
2014-02-19,,,,,1828.75,3661570000,77.77529907226562,2320600,77.47065734863281,902600,76.2223892211914,5522500
2014-02-20,,,,,1839.780029296875,3404980000,78.29629516601562,2657600,77.42753601074219,894000,76.0361099243164,5103200
2014-02-21,,,,,1836.25,3403880000,78.23116302490234,1952000,77.4994125366211,395300,76.4373550415039,5250700
2014-02-24,,,,,1847.6099853515625,4014530000,78.67889404296875,2357600,77.42753601074219,838500,76.24390411376953,3816700
2014-02-25,,,,,1845.1199951171875,3515560000,78.64630889892578,2427300,77.63600158691406,542100,76.9246597290039,6225400
2014-02-26,,,,,1845.1600341796875,3716730000,78.72772979736328,1934600,77.80137634277344,617000,77.33309936523438,7203900
2014-02-27,,,,,1854.2900390625,3547460000,79.14289855957031,1594000,77.88044738769531,628900,77.755859375,5394700
2014-02-28,,,,,1859.449951171875,3917450000,79.2894515991211,2302800,77.83733367919922,1589500,77.79885864257812,8462600
2014-03-03,,,,,1845.72998046875,3428220000,78.71145629882812,2743400,78.03897857666016,2533900,78.31825256347656,11089400
2014-03-04,,,,,1873.9100341796875,3765770000,79.94880676269531,3105300,77.75093841552734,953700,77.14017486572266,8068100
2014-03-05,,,,,1873.81005859375,3392990000,79.96510314941406,1855300,77.79412078857422,2852300,77.30536651611328,4798500
2014-03-06,,,,,1877.030029296875,3360450000,80.11162567138672,2084500,77.62126159667969,689200,76.54396057128906,7418200
2014-03-07,,,,,1878.0400390625,3564740000,80.08721923828125,2312100,77.4051742553711,701700,76.06269836425781,8270300
2014-03-10,,,,,1877.1700439453125,3021350000,80.03022766113281,2586600,77.4051742553711,877800,76.17044067382812,3744300
2014-03-11,,,,,1867.6300048828125,3392400000,79.5824966430664,3718500,77.39796447753906,2060700,76.37153625488281,3815700
2014-03-12,,,,,1868.199951171875,3270860000,79.63947296142578,2225600,77.5708236694336,943300,76.90313720703125,6430500
2014-03-13,,,,,1846.3399658203125,3670990000,78.71955871582031,3482400,77.77249145507812,660900,77.93751525878906,11815500
2014-03-14,,,,,1841.1300048828125,3285460000,78.62190246582031,2892400,77.73650360107422,741800,77.95186614990234,9232800
2014-03-17,,,,,1858.8299560546875,2860490000,79.24873352050781,2735800,77.69326782226562,590800,77.37004852294922,7381900
2014-03-18,,,,,1872.25,2930190000,79.92440032958984,3672500,77.78693389892578,568500,77.65015411376953,4819500
2014-03-19,,,,,1860.77001953125,3289210000,79.46852111816406,2705400,77.441162109375,702000,77.04679870605469,11557600
2014-03-20,,,,,1872.010009765625,3327540000,79.867431640625,1466900,77.3835678100586,1100600,76.91033172607422,5224400
2014-03-21,,,,,1866.52001953125,5270710000,79.5743408203125,2821700,77.4916000366211,756600,77.74356079101562,8986200
2014-03-24,,,,,1857.43994140625,3409000000,79.1103515625,3922600,77.60682678222656,712800,78.29666137695312,7536400
2014-03-25,,,,,1865.6199951171875,3200560000,79.39080047607422,1740900,77.52760314941406,1377600,78.00215911865234,5032000
2014-03-26,,,,,1852.56005859375,3480850000,78.728515625,2896000,77.77249145507812,593900,78.61275482177734,7147200
2014-03-27,,,,,1849.0400390625,3733430000,78.56497192382812,3835100,77.83015441894531,1299200,79.00778198242188,9772200
2014-03-28,,,,,1857.6199951171875,2955520000,78.91656494140625,1533200,77.71489715576172,865600,78.56248474121094,6027000
2014-03-31,,,,,1872.3399658203125,3274300000,79.69329833984375,2978400,77.7220687866211,1452200,78.36849975585938,7488400
2014-04-01,,,,,1885.52001953125,3336190000,80.314697265625,3881700,77.6030044555664,760000,77.69874572753906,9067300
2014-04-02,,,,,1890.9000244140625,3131660000,80.56816101074219,2855300,77.47315979003906,1550700,77.25223541259766,6887200
